path,category,baseline_lines,current_lines,baseline_sha256,current_sha256,syntax_check,reference_check,review_scope,notes
requirements-all.txt,documentation_or_configuration,4,4,d1980a62d425b66c532fb9b4bb24f3011a8ef79b43945b77667cd3ff0c02281c,d1980a62d425b66c532fb9b4bb24f3011a8ef79b43945b77667cd3ff0c02281c,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
requirements-core.txt,documentation_or_configuration,20,20,2189ca8dd36785b379bf40ff432d5da0275afe25e429d67352c2e64e23d882f9,2189ca8dd36785b379bf40ff432d5da0275afe25e429d67352c2e64e23d882f9,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
requirements-optional-tools.txt,documentation_or_configuration,46,46,074402c89ef637d1a06b407b43fa9631d1bc16ff1b31f965f3d9879a537f6e54,074402c89ef637d1a06b407b43fa9631d1bc16ff1b31f965f3d9879a537f6e54,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
requirements-test.txt,documentation_or_configuration,22,25,c0bd6b89113b0feafe819f482a743ce141dea3d7855d064f6ca8488e7a53fa27,2979d41820f2231c3b3f6f6d8c2d7cacb72f50ae017876a92ea7208d4363ee4c,inventory/text review; not executed,not a production entry-point claim,targeted finding/import review + regression checks,
requirements.txt,documentation_or_configuration,5,5,785eb2901a789ca624a4bb97fd7f3a0b50614855c39cbba169698e4d1abc78fa,785eb2901a789ca624a4bb97fd7f3a0b50614855c39cbba169698e4d1abc78fa,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
scripts/audit_dead_assertions.py,source_or_support,148,148,dceafc90103215461e3a65c374eb7b5bf32e298b1af634763459201ae4b3224c,dceafc90103215461e3a65c374eb7b5bf32e298b1af634763459201ae4b3224c,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/benchmark_intelligence.py,source_or_support,21,21,98150511d5572dbfa9bfecfa925f1e0e53b3a840d3ed6bdc0c47b399d47e86f8,98150511d5572dbfa9bfecfa925f1e0e53b3a840d3ed6bdc0c47b399d47e86f8,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/benchmark_lm_studio.py,source_or_support,199,199,87f5ed49d75a30d504b24d601f0f9742feee95261f55f594dc13e41793fc2e19,87f5ed49d75a30d504b24d601f0f9742feee95261f55f594dc13e41793fc2e19,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/ci/android.yml,source_or_support,27,27,5c844130537ba82d90b6dfdbe8a2dd85f98a578b37280c3c80b4ebb1ca2fa01c,5c844130537ba82d90b6dfdbe8a2dd85f98a578b37280c3c80b4ebb1ca2fa01c,YAML syntax parsed (not workflow execution),not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
scripts/ci/frontend.yml,source_or_support,27,27,5a2b2c25afe493bc8dfcc826b351666e52621ac322a5dee31a7166d0d2c4c313,5a2b2c25afe493bc8dfcc826b351666e52621ac322a5dee31a7166d0d2c4c313,YAML syntax parsed (not workflow execution),not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
scripts/demo_agi.py,source_or_support,346,345,f90b780b7a82da4c156cf61674c3947fac5c7b42d540844699b7490f6d549610,9be3a1669d612eddddbb5a2843a652213410053af13c87a943707b804a06727d,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
scripts/export_chats.py,source_or_support,169,169,1e5e3f4d9f9cc1af4998e28ce12541c5d827959933abe576e75f9fbdf9568140,1e5e3f4d9f9cc1af4998e28ce12541c5d827959933abe576e75f9fbdf9568140,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/install_ci_workflows.sh,source_or_support,19,19,a7b4482b65baf554637580200414bbb11b44471b64f86674b06bfe0f53a236f9,eabf1955ed82a13d5076edd7b993234e8cd88d47312b8612430beb239a501dd8,Shell syntax passed (not executed),not a production entry-point claim,targeted finding/import review + regression checks,Current branch is printed instead of an obsolete hard-coded branch; installer not executed.
scripts/live_check.py,source_or_support,137,137,ae575ed66ff96af1367c512554da47e2f889b1a3d4b267cf27d5df21914d425c,ae575ed66ff96af1367c512554da47e2f889b1a3d4b267cf27d5df21914d425c,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/owner_diagnostics.py,source_or_support,536,538,dff862feb07e8dc08e51d0662fd8c38e2f3b877770c98d43bf13cc0a68253946,f28c12f0fcdd7e876bfdb30d6a8460f9157b207837d6b875502e4db5ba7e339d,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,A failed ADB listing can no longer be reported as a pass.
scripts/owner_machine_check.py,source_or_support,117,117,b7453c2ac34e0b35a316aa0de398578a047af196140494d60c76d1e65e6dfb80,b7453c2ac34e0b35a316aa0de398578a047af196140494d60c76d1e65e6dfb80,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/reset_learning.py,source_or_support,285,285,571af1c1920f4baefd376389fd54e7477c0e91b628478795914fbff4e77bb60e,571af1c1920f4baefd376389fd54e7477c0e91b628478795914fbff4e77bb60e,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/sync_probe.py,source_or_support,147,147,96649e2d487eb87442e2ea5dca6f9d693b475c2ffd36ff55eb637405d5857e5b,96649e2d487eb87442e2ea5dca6f9d693b475c2ffd36ff55eb637405d5857e5b,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/train_lora.py,source_or_support,114,114,806043d1264db1c99e46c4c7982220045006fcf5aebaf03925f49b1d975566bd,c18527035ff05d0062ae889914132ca5b4f8c7578881d17c428ef31e153d409b,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
scripts/validate_os_control.py,source_or_support,30,30,b0dd64700eaf1076d5591dfb9708a940ac508bbb20ee7793728c99155c7f81fc,b0dd64700eaf1076d5591dfb9708a940ac508bbb20ee7793728c99155c7f81fc,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
scripts/verify_fixes_live.py,source_or_support,565,565,58ea74d6703be01c76c826e77c2d8affadd60bcb8772042632585675b4ed8b38,58ea74d6703be01c76c826e77c2d8affadd60bcb8772042632585675b4ed8b38,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
tests/conftest.py,test,52,52,e106412cc3355223346e01391e6e82e0abf4b22be011d7c284700ed0c564f1ff,e106412cc3355223346e01391e6e82e0abf4b22be011d7c284700ed0c564f1ff,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/e2e/conftest.py,test,135,135,c17462a7424e217636414fe3242eecae8899cef528d3645b7c553445e3dfcfc7,c17462a7424e217636414fe3242eecae8899cef528d3645b7c553445e3dfcfc7,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/e2e/test_chat_e2e.py,test,83,94,bd3f92d174990eebf70175334ccfbbf54120a04651d212abb65193a12c5068b2,708998de52faa71c6462218bf84d2b6f16360b00b1b1c5cc3324ed0b884453fe,passed,"pytest-collected test/fixture module, not an application entry point",targeted finding/import review + regression checks,
tests/e2e/test_phase1_feedback_e2e.py,test,111,111,5514119a34c99d50140363fa85afb86386eef91cde0d1dc7e36d1edac0512e76,5514119a34c99d50140363fa85afb86386eef91cde0d1dc7e36d1edac0512e76,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_accessibility_control.py,test,53,53,bc2df8e9085f6a6643ed445ec484ee6a1974b06b6f8d7d3b345cc9ae5ee017ec,bc2df8e9085f6a6643ed445ec484ee6a1974b06b6f8d7d3b345cc9ae5ee017ec,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_action_gate_boundary.py,test,27,27,3cb58ecfb8eb7b5b726043f7314e88ab42268d8f9c12df8c89faaa185111b6f4,3cb58ecfb8eb7b5b726043f7314e88ab42268d8f9c12df8c89faaa185111b6f4,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_action_outcomes.py,test,143,143,5721c3bafcc02ea41a88ae765c5c520068d2fab0db181ecba8887ae0413fd8ea,5721c3bafcc02ea41a88ae765c5c520068d2fab0db181ecba8887ae0413fd8ea,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_action_selection.py,test,27,27,aa22ae90b60e847d4efeb249e092e354b4b52768e453ddefb781426261e228df,aa22ae90b60e847d4efeb249e092e354b4b52768e453ddefb781426261e228df,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_adaptive_autonomy.py,test,142,142,80c2b1f2d917bc108104bead34ba56d33fb79a6cb156be7269d1538269ef27ae,80c2b1f2d917bc108104bead34ba56d33fb79a6cb156be7269d1538269ef27ae,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_adb_discovery_no_side_effects.py,test,37,37,b5f90c14fb5e7093273119f7e74114fe6abb1fc926c721fa27d9436e0df67cac,b5f90c14fb5e7093273119f7e74114fe6abb1fc926c721fa27d9436e0df67cac,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_adb_honesty.py,test,134,134,60700b5592b5e793a3655ed7be1908e98e39b93e7b32fbfe7b8a8484f9dafe3f,60700b5592b5e793a3655ed7be1908e98e39b93e7b32fbfe7b8a8484f9dafe3f,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_analogical_planning_integration.py,test,42,42,f672145a12c61a7042438d1d594aa1eca98ff8fb7d200618f988af852afbde85,f672145a12c61a7042438d1d594aa1eca98ff8fb7d200618f988af852afbde85,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_android_design_tokens.py,test,458,458,9b1b835a2b7e9a40bc0aa686eb26cb9354f124050600ed87b6f9abf437335646,9b1b835a2b7e9a40bc0aa686eb26cb9354f124050600ed87b6f9abf437335646,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_android_owner_control_surface.py,test,159,159,c26654e5fe99018dac01d364a9c30d7287999bf3888cde34797fed222e52c745,c26654e5fe99018dac01d364a9c30d7287999bf3888cde34797fed222e52c745,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_android_protocol_alignment.py,test,49,49,eb1c50f0925d225a7e602f37e69ddaae998595079cd0e0c985be27749ff1a758,eb1c50f0925d225a7e602f37e69ddaae998595079cd0e0c985be27749ff1a758,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_app_inventory.py,test,12,12,319a095a98825c1bc6501123e04b8d99ec098c713b0d0dbe60e510d0109fb7d5,319a095a98825c1bc6501123e04b8d99ec098c713b0d0dbe60e510d0109fb7d5,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_approval_store.py,test,57,57,068a3cc7db75bfcb17ef2faea740dde249a43a9c74132eda68cda62f306643fb,068a3cc7db75bfcb17ef2faea740dde249a43a9c74132eda68cda62f306643fb,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_associative_memory.py,test,142,142,1da1229ceaad5d36a7b2fac0ca6d37a5e633f4853c23fdfc609fbef2f7d77b7d,1da1229ceaad5d36a7b2fac0ca6d37a5e633f4853c23fdfc609fbef2f7d77b7d,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_ast_gen_sample_janitor_tool.py,test,7,7,87c731f3aceb9e59b8db353341de7216f59edff0c0e9b5556758096d7688b8d3,87c731f3aceb9e59b8db353341de7216f59edff0c0e9b5556758096d7688b8d3,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_ast_janitor.py,test,13,13,6c90820abca9a0f4dc957a40ecc49f30e57fd6754ddf9d8a340407ee0cc5c865,6c90820abca9a0f4dc957a40ecc49f30e57fd6754ddf9d8a340407ee0cc5c865,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_audit_cleanup_regressions.py,test,0,81,,dd9b01aa737a29361b344dd28986cc9596cceaadde82f06ce43f99a0a755fc92,passed,"pytest-collected test/fixture module, not an application entry point",targeted finding/import review + regression checks,
tests/test_audit_dead_assertions.py,test,117,117,b2cb6b9dfa4db80f21e561a6694330e0c493e3057b963a3c9abc529cc34976d5,b2cb6b9dfa4db80f21e561a6694330e0c493e3057b963a3c9abc529cc34976d5,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_audit_release_blockers.py,test,89,89,b012e673e554224a716a809ea4f6078d83ba608d0513a837aca96f0fdea0ee85,b012e673e554224a716a809ea4f6078d83ba608d0513a837aca96f0fdea0ee85,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_authoritative_reasoning.py,test,36,36,d677bcfea64d7571f3107a26ccdf37bc253360da76a7abb7e7fe3c9c04df3a50,d677bcfea64d7571f3107a26ccdf37bc253360da76a7abb7e7fe3c9c04df3a50,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_authority_single_resolution.py,test,428,428,6af4b9b2b0a9ebdc183f54e45793f2cb4c7a099883d3e7a598c90ffa1e211133,6af4b9b2b0a9ebdc183f54e45793f2cb4c7a099883d3e7a598c90ffa1e211133,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_authorization_scope_listing.py,test,52,52,ad06e2f53e60c03d863fefa999298c93e712a4dd08eb57de60ebcb42c2ec0786,ad06e2f53e60c03d863fefa999298c93e712a4dd08eb57de60ebcb42c2ec0786,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_authorized_execution_full_loop.py,test,345,345,dde802da5cf5a2f748db3c02d361cf63d2bc71a6bed8beea24c18f5f184c98a0,dde802da5cf5a2f748db3c02d361cf63d2bc71a6bed8beea24c18f5f184c98a0,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_automation.py,test,26,26,266914bb5f8c19d87b29470cdbb2eafe243f8b7f05dd342e483b9ea1244cb224,266914bb5f8c19d87b29470cdbb2eafe243f8b7f05dd342e483b9ea1244cb224,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_autonomous_goal_executor.py,test,363,363,c3a141021d002bf69e129c9c991d8781cdf0900775fcd551dde027d45c694782,c3a141021d002bf69e129c9c991d8781cdf0900775fcd551dde027d45c694782,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
